,X,Y
0,1610,6217.41
1,917,1640.21
2,1709,9918.93
3,1567,11876.62
4,1484,12905.12
5,845,3733.31
6,1621,8452.33
7,1823,9469.41
8,555,5950.46
9,1818,5257.4
10,454,4191.42
11,1154,6726.66
12,1255,9481.43
13,610,10639.96
14,1511,7497.35
15,1133,14083.95
16,906,13096.96
17,1088,1792.93
18,1712,4962.17
19,1038,5561.36
20,1357,2482.12
21,373,10584.47
22,367,6947.74
23,1034,8209.49
24,993,12194.39
25,999,3068.27
26,1710,3046.94
27,1360,2386.48
28,771,1920.0
29,1800,2946.41
30,1493,12054.52
31,1203,518.1
32,469,14826.04
33,1785,2929.5
34,1875,8552.12
35,487,13473.46
36,1857,1900.23
37,1890,7460.94
38,1445,12214.77
39,624,1083.09
40,398,6092.09
41,129,5538.79
42,592,1167.48
43,303,14915.89
44,394,11430.13
45,237,944.06
46,1426,13598.8
47,1465,1582.22
48,325,12735.62
49,1091,68.45
50,1727,11949.03
51,1849,12671.9
52,539,491.16
53,323,2445.23
54,1163,8639.26
55,664,6069.72
56,362,896.76
57,1850,3370.98
58,1577,769.6
59,1192,13229.28
60,1705,883.08
61,1724,6774.8
62,984,6279.35
63,1942,5160.92
64,958,6170.22
65,829,5754.59
66,969,14477.47
67,1677,10922.31
68,1747,304.45
69,745,7950.22
70,1764,9198.36
71,1901,7262.42
72,1830,5389.8
73,821,13531.78
74,530,5493.36
75,398,14510.81
76,1266,10446.08
77,1995,8834.26
78,470,9168.38
79,254,197.33
80,1404,1650.48
81,1477,8778.71
82,601,12342.5
83,653,1148.69
84,810,7225.14
85,1847,685.39
86,1492,14605.15
87,535,13143.79
88,1279,1616.03
89,486,8278.44
90,1115,11141.4
91,595,6077.95
92,434,7438.55
93,1891,746.96
94,933,5667.21
95,155,10482.45
96,1536,14122.62
97,745,11544.64
98,742,3603.22
99,1844,173.04
100,1768,13468.56
101,1507,2160.14
102,1453,6278.92
103,1091,14578.8
104,1673,2494.22
105,482,8876.61
106,1357,11650.09
107,676,49.25
108,227,365.66
109,1165,10062.46
110,1979,43.14
111,1824,13111.41
112,1387,4860.78
113,1414,7355.12
114,1875,2302.55
115,1805,9742.11
116,1170,9906.84
117,1911,1490.56
118,1577,14211.81
119,1955,14888.43
120,938,3586.97
121,1132,13066.63
122,651,1646.76
123,537,3939.01
124,126,7117.28
125,732,10264.52
126,920,373.78
127,1506,10243.35
128,340,678.04
129,1498,14359.94
130,199,14782.73
131,797,596.6
132,1187,2005.53
133,1413,9015.02
134,290,3176.11
135,1279,3416.68
136,1415,9415.09
137,510,12618.78
138,1958,1764.84
139,1346,9836.15
140,940,8106.4
141,1971,12146.49
142,735,3393.08
143,352,740.38
144,603,10872.04
145,807,3867.52
146,942,5530.46
147,523,1610.67
148,1638,483.03
149,613,12995.33
150,856,6914.82
151,1901,7962.18
152,1072,7588.04
153,1266,988.41
154,1808,5778.6
155,1691,12762.08
156,501,4456.3
157,875,6842.0
158,1662,1884.98
159,1998,4607.49
160,1307,9120.72
161,1900,13619.27
162,1477,13602.18
163,778,9660.91
164,1495,69.1
165,370,13770.7
166,423,3234.39
167,994,980.54
168,1546,5646.42
169,394,2526.38
170,301,7628.16
171,1298,2917.6
172,1009,1723.56
173,274,14909.38
174,1339,9499.81
